record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
B17-CRU-011,17,,Crushbone,Dwarven Blood,,,,,,,,Yes,,,,,,,,,,Rondo Dunfire,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-011,,,No,Yes,,,,,,,,,,,,,Rondo Dunfire,,,,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-012,17,,Crushbone,Rondo's Tongue,,,,,,,,Yes,,,,,,,,,,Rondo Dunfire,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-012,,,No,Yes,,,,,,,,,,,,,Rondo Dunfire,,,,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-013,17,,Crushbone,Bracers of Battle,,Wrist,,,,,,,,,,,,,,,,Orc Warden,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-013,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Warden,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-014,17,,Crushbone,Master Crushbone Cell Key,Access Key,,,Yes,,,,,,,,,,,,,,Orc Warden,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-014,,,No,Yes,,,,,,,,,,,Orc,,Orc Warden,,Crushbone cell-key system,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-015,17,,Crushbone,Master Crushbone Cell Key,Access Key,,,Yes,,,,,,,,,,,,,,Orc Slaver,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-015,,,No,Yes,,,,,,,,,,,Orc,,Orc Slaver,,Crushbone cell-key system,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-016,17,,Crushbone,Slaver's Lash,,Primary; Secondary,,,,,,,,,,,,9,40,,,Orc Slaver,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,HP 5; Endurance 5; WIS 2; INT 2,PAL RNG SHD BRD,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-016,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Slaver,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-SLAVE,
B17-CRU-017,17,,Crushbone,Shiny Brass Shield,,Secondary,,,,,,,,,,,,,,,,Orc Trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-017,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Trainer,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-TRAIN,
B17-CRU-018,17,,Crushbone,Crushbone Cadet's Grimoire,,Primary; Secondary,,,,,,,,,,,,,,,,Orc Trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,Mana 5; INT 2; WIS 2,NEC WIZ MAG ENC,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-018,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Trainer,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-TRAIN,
B17-CRU-019,17,,Crushbone,Deteriorated Ancient Faydark Longbow,,Range,,,,,,,,,,,,14,55,,,Orc Warlord,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,HP 5; Mana 5; Endurance 5,WAR PAL RNG SHD ROG,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-019,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Warlord,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-CASTLE,
B17-CRU-020,17,,Crushbone,Bracers of Battle,,Wrist,,,,,,,,,,,,,,,,Orc Warlord,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Crushbone equipment, quest component, access item, or documented shared source.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,Current EQL exact NPC/item or current zone-table relationship.,None identified,,,,Official EQL update + Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B17-CRU-020,,,Yes,Yes,,,,,,,,,,,Orc,,Orc Warlord,,,Crushbone Orcs,Hostile,,,Indoor/Outdoor Dungeon Compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B17-CRU-CASTLE,
