index,record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
11,B24A-LIVE-011,24A,Antonica,Lower Guk,Evil Eye Eyestalks,Quest / Tradeskill Component,,No,Yes,,,,Yes,,,ALL,ALL,,,,,,an evil eye,34-36,Wizard,Evil Eye,a froglok urd shaman,,,,Evil Eye ledge,28 minutes,,,,,,,,Classic / historical,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source live-side equipment, container, or progression relationship.",Zone subdivision-specific,Core,High,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,ALL,ALL,34-36,34-36,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved details,Classic-retained,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Wiki item/NPC/category evidence with Project 1999 historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; live-side placement audited separately from undead side.,EQL-LOOT-1.0,loot,Active,,B24A-LIVE-011,,,Yes,Yes,,,Frogloks of Guk -30,,,,,Hostile,,,Evil Eye,,an evil eye,,,Frogloks of Guk,Hostile,Lower Guk — Live Side,,Open-world indoor dungeon,Evil Eye branch,,,Evil Eye ledge,,,,,,an evil eye,Named / notable live-side source,,,,,,,,,,,,a froglok urd shaman,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
12,B24A-LIVE-012,24A,Antonica,Lower Guk,Bunch of Optic Nerves,Quest / Tradeskill Component,,No,Yes,,,,Yes,,,ALL,ALL,,,,,,an evil eye,34-36,Wizard,Evil Eye,a froglok urd shaman,,,,Evil Eye ledge,28 minutes,,,,,,,,Classic / historical,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source live-side equipment, container, or progression relationship.",Zone subdivision-specific,Core,High,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,ALL,ALL,34-36,34-36,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved details,Classic-retained,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Wiki item/NPC/category evidence with Project 1999 historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; live-side placement audited separately from undead side.,EQL-LOOT-1.0,loot,Active,,B24A-LIVE-012,,,Yes,Yes,,,Frogloks of Guk -30,,,,,Hostile,,,Evil Eye,,an evil eye,,,Frogloks of Guk,Hostile,Lower Guk — Live Side,,Open-world indoor dungeon,Evil Eye branch,,,Evil Eye ledge,,,,,,an evil eye,Named / notable live-side source,,,,,,,,,,,,a froglok urd shaman,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
13,B24A-LIVE-META-001,24A,Antonica,Lower Guk,Lower Guk live-side current status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-001,,,No,No,Available current EQL content; substantially classic-retained and not established as a comprehensive revamp.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk live-side current status,,,,,,,,,,,,Available current EQL content; substantially classic-retained and not established as a comprehensive revamp.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,zone-status,,B24A-LGUK-LIVE,
14,B24A-LIVE-META-002,24A,Antonica,Lower Guk,Batch 24A and 24B logical split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-002,,,No,No,One physical zone is separated into live-side and undead-side content groups with different CSVs and content_group_id values.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Batch 24A and 24B logical split,,,,,,,,,,,,One physical zone is separated into live-side and undead-side content groups with different CSVs and content_group_id values.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,batch-boundary,,B24A-LGUK-LIVE,
15,B24A-LIVE-META-003,24A,Antonica,Lower Guk,Lower Guk live-side region structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-003,,,No,No,"Live entrance, Elder/Raster branch, minotaur maze, Patriarch route, Evil Eye, Noble/Live Keep, Water Elemental, Herbalist, and King wing.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk live-side region structure,,,,,,,,,,,,"Live entrance, Elder/Raster branch, minotaur maze, Patriarch route, Evil Eye, Noble/Live Keep, Water Elemental, Herbalist, and King wing.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,zone-layout,,B24A-LGUK-LIVE,
16,B24A-LIVE-META-004,24A,Antonica,Lower Guk,Lower Guk live-side froglok taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-004,,,No,No,"Live-side ranks include Shin, Tsu, Vis, Tal, Wan, Urd, Zol, Yun, Dar, Kor, Bok, Jin, and Guk; caste and combat role remain separate.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk live-side froglok taxonomy,,,,,,,,,,,,"Live-side ranks include Shin, Tsu, Vis, Tal, Wan, Urd, Zol, Yun, Dar, Kor, Bok, Jin, and Guk; caste and combat role remain separate.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,taxonomy,,B24A-LGUK-LIVE,
17,B24A-LIVE-META-005,24A,Antonica,Lower Guk,Lower Guk live-side named-cycle framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-005,,,No,No,Approximately 28 minutes is the working historical/current page baseline for several named encounters; universal application remains unresolved.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk live-side named-cycle framework,,,,,,,,,,,,Approximately 28 minutes is the working historical/current page baseline for several named encounters; universal application remains unresolved.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,timers,,B24A-LGUK-LIVE,
18,B24A-LIVE-META-006,24A,Antonica,Lower Guk,Lower Guk live-side faction framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-006,,,No,No,Frogloks of Guk includes many named frogs and some non-froglok encounters; faction must be assigned individually.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk live-side faction framework,,,,,,,,,,,,Frogloks of Guk includes many named frogs and some non-froglok encounters; faction must be assigned individually.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,faction,,B24A-LGUK-LIVE,
19,B24A-LIVE-META-007,24A,Antonica,Lower Guk,Lower Guk internal transition risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-007,,,No,No,"Live/dead bridge, tower, pit routes, and broad category pages can contaminate source classification.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Lower Guk internal transition risk,,,,,,,,,,,,"Live/dead bridge, tower, pit routes, and broad category pages can contaminate source classification.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,access;contamination,,B24A-LGUK-LIVE,
20,B24A-LIVE-META-008,24A,Antonica,Lower Guk,Froglok King escape and train hazards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B24A-LIVE-META-008,,,No,No,"One-way King-room escape, fleeing frogs, healers, casters, pits, wall pathing, and cross-side trains are major operational hazards.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Froglok King escape and train hazards,,,,,,,,,,,,"One-way King-room escape, fleeing frogs, healers, casters, pits, wall pathing, and cross-side trains are major operational hazards.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,hazards,,B24A-LGUK-LIVE,
21,B24A-LIVE-ENC-001,24A,Antonica,Lower Guk,Upper Guk live-side zone line,,,,,,,,,,,,,,,,,,,,,,,,28-34,,,,,,Zone-line trains,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-001,,,No,No,Dedicated live-side entrance from Upper Guk.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Live entrance,,,Upper Guk transition,,,,,,Upper Guk live-side zone line,Access / Camp Population,,,,,,,,,,,Dedicated live-side entrance from Upper Guk.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
22,B24A-LIVE-ENC-002,24A,Antonica,Lower Guk,Entrance basilisk population,,,,,,,,,,,,,,,,,,,,,,,,28-32,,,,,,No-faction exception,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-002,,,No,No,Aggressive basilisks guard the live-side entrance and have no established notable loot.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Live entrance,,,Basilisk entrance,,,,,,Entrance basilisk population,Shared Population,,,,,,,,,,,Aggressive basilisks guard the live-side entrance and have no established notable loot.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
23,B24A-LIVE-ENC-003,24A,Antonica,Lower Guk,"Early Shin, Vis, and Tal population",,,,,,,,,,,,,,,,,,,,,,,,28-36,,,,,,Runners and social aggro,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-003,,,No,No,Lower-rank live frogs and broad shared loot.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Live entrance,,,Early live tunnels,,,,,,"Early Shin, Vis, and Tal population",Shared Population,,,,,,,,,,,Lower-rank live frogs and broad shared loot.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
24,B24A-LIVE-ENC-004,24A,Antonica,Lower Guk,Elder pit and cauldron route,,,,,,,,,,,,,,,,,,,,,,,,32-40,,,,,,Pit and cross-side traffic,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-004,,,No,No,"Pit and bridge route connecting Elder, Raster, and transition paths.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elder branch,,,Elder pit,,,,,,Elder pit and cauldron route,Access / Camp Hub,,,,,,,,,,,"Pit and bridge route connecting Elder, Raster, and transition paths.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
25,B24A-LIVE-ENC-005,24A,Antonica,Lower Guk,Minotaur Elder encounter,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,Current spawn details incomplete,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-005,,,No,No,Exact source for Chrysoberyl Talisman and Carved Ivory Mask.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elder branch,,,Minotaur Elder pit,,,,,,Minotaur Elder encounter,Named Encounter,,,,,,,,,,,Exact source for Chrysoberyl Talisman and Carved Ivory Mask.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
26,B24A-LIVE-ENC-006,24A,Antonica,Lower Guk,Raster alcove,,,,,,,,,,,,,,,,,,,,,,,,35 historical,,,,,,Exceptional rarity,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-006,,,No,No,Extremely rare monk quest NPC; current implementation unresolved.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elder branch,,,Raster alcove,,,,,,Raster alcove,Rare Quest Encounter,,,,,,,,,,,Extremely rare monk quest NPC; current implementation unresolved.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
27,B24A-LIVE-ENC-007,24A,Antonica,Lower Guk,Live-to-dead bridge and tower,,,,,,,,,,,,,,,,,,,,,,,,35-45,,,,,,Cross-side trains,,,,,,,,,,,,,,,,Zone subdivision-specific,Supplemental,Medium,https://eqlwiki.com/Category:Lower_Guk,https://wiki.project1999.com/Ruins_of_Old_Guk,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Category:Lower_Guk,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Lower Guk records with classic live-side comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B24A-LIVE-ENC-007,,,No,No,Important contamination boundary between live and undead content.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Transition network,,,Bridge and tower,,,,,,Live-to-dead bridge and tower,Access Network,,,,,,,,,,,Important contamination boundary between live and undead content.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Lower Guk live-side content group; undead side excluded,,,,Confirmed,Unconfirmed,,,,,,B24A-LGUK-LIVE,
