record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
B16-BEF-011,16,,Befallen,Chipped Bone Rod,Utility Click,,,,,,,,,,,,,,,,3 charges: Locate Corpse,a shadowknight (dark elf male),,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-011,,,Yes,Yes,,,,,,,,,,,,,a shadowknight (dark elf male),,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-012,16,,Befallen,Chipped Bone Rod,Utility Click,,,,,,,,,,,,,,,,3 charges: Locate Corpse,a shadowknight (ogre),,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-012,,,Yes,Yes,,,,,,,,,,,,,a shadowknight (ogre),,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-013,16,,Befallen,Chipped Bone Rod,Utility Click,,,,,,,,,,,,,,,,3 charges: Locate Corpse,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-013,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-014,16,,Befallen,Dagger of Marnek,,Primary; Secondary,,,,,,,,,,,,,,,,The Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,INT 3; Mana 15,NEC,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-014,,,Yes,Yes,,,,,,,,,,,,,The Thaumaturgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-015,16,,Befallen,Gossamer Robe,Armor / Focus,Chest,,,,,,,,,,,,,,,,The Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-015,,,Yes,Yes,,,,,,,,,,,,,The Thaumaturgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-016,16,,Befallen,Gossamer Robe,Armor / Focus,Chest,,,,,,,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-016,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-017,16,,Befallen,Thaumaturgist's Robe,,Chest,,,,,,,,,,,,,,,,The Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-017,,,Yes,Yes,,,,,,,,,,,,,The Thaumaturgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-018,16,,Befallen,Thaumaturgist's Robe,,Chest,,,,,,,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-018,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-019,16,,Befallen,Soft Leather Boots,,Feet,,,,,,,,,,,,,,,,The Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-019,,,No,Yes,,,,,,,,,,,,,The Thaumaturgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-020,16,,Befallen,Golden Earring,,Ear,,,,,,,,,,,,,,,,Priest Amiaz,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-020,,,Yes,Yes,,,,,,,,,,,,,Priest Amiaz,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-021,16,,Befallen,Dark Elf Parts,,,,Yes,,,,Yes,,,,,,,,,,Priest Amiaz,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-021,,,No,Yes,,,,,,,,,,,,,Priest Amiaz,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-022,16,,Befallen,Rune of Substance,Spell Research,,,,,,,,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-022,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
