record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B04-RAT-011,4,Antonica,Rathe Mountains,Shardwing Arrow,Ammunition,Ammo,Yes,No,,,,,0.5,,"WAR, PAL, RNG, SHD, ROG",,12 damage; Range 100,12,,Archery,,Shardwing or Rharzar,40-42 or 55,Warrior or Cleric,Drake,,,,Named drake cycle,,,,,,,,,,,,,Archery classes,,,,,Medium,Shardwing Arrow,Notable high-damage arrow,Named outdoor drop,Core,Medium mechanics,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,12 damage; Range 100,12 damage; Range 100,"WAR, PAL, RNG, SHD, ROG",,40-42 or 55,40-42 or 55,EQL Wiki Linked — Verification State Unclear,Keep,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-012,4,Antonica,Rathe Mountains,Drake Spine,Quest item,Inventory,No,Yes,Yes,Yes,Yes,,0.2,,,,,,,,,Rharzar,55,Cleric,Drake,,,,Named outdoor target,,,,,,,,,,,,,,,,,,Medium,Drake Spine,Named drake quest component,Named outdoor drop,Core,High,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,,,,,55,55,EQL Wiki Linked — Verification State Unclear,Keep,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-013,4,Antonica,Rathe Mountains,Man-o-War,Weapon / proc item,Primary,Yes,No,Yes,Yes,,,,,Paladin,,19 damage / 41 delay,19,41,2HB,Combat proc: Chaotic Feedback; level 30,Quid Rilstone,35,Paladin,,,,,Rare named outdoor target,,,,,,,,,,,,,Paladin,,,,High,Very High,Man-o-War,Rare Paladin proc weapon,Named outdoor drop,Core,High,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,19 damage / 41 delay,19 damage / 41 delay,Paladin,,35,35,EQL Wiki Linked — Verification State Unclear,Keep,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-014,4,Antonica,Rathe Mountains,Siryn Hair Hood,Armor / focus item,Head,Yes,No,Yes,,,,0.2,,All,All,AC 5; CHA +13; FR +10,,,,Focus: Burning Affliction II,Quid Rilstone,35,Paladin,,,,,Rare named outdoor target,,,,,,,,,,,,,All,,,,Very High,Very High,Siryn Hair Hood,Universal focus armor,Named outdoor drop,Core,High,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 5; CHA +13; FR +10,AC 5; CHA +13; FR +10,All,All,35,35,EQL Wiki Linked — Modified; Verification State Unclear,Correct,Yes,Yes,Yes,Yes,Yes,Yes,No — EQL adds focus,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,Added EQL focus effect Burning Affliction II.,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-015,4,Antonica,Rathe Mountains,Marr's Promise,Shield,Secondary,Yes,No,Yes,Yes,,,15.0,,"WAR, CLR, PAL, RNG, DRU, SHM",,AC 14; HP +25,,,,,Tabien the Goodly,32,Paladin,,,,,Named outdoor target,,Approximately 2 hours,,,,,,,,,,,"Tanks, priests, hybrids",,,,,High,Marr's Promise,Broad-use HP shield,Named outdoor drop,Core,High,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 14; HP +25,AC 14; HP +25,"WAR, CLR, PAL, RNG, DRU, SHM",,32,32,EQL Wiki Linked — Verification State Unclear,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,Set EQL source NPC to level 32 Paladin with approximately two-hour respawn.,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-016,4,Antonica,Rathe Mountains,Robe of the Lost Circle,Armor,Chest,Yes,No,Yes,Yes,Yes,,0.5,,Monk,"HUM, IKS",AC 15; STR +5; DEX +5; STA +5; AGI +5; HP +50,,,,,Brother Zephyl,61,,,,,,Named monk cycle,,,,,,,Always on source,,,,,,Monk,,,,,Very High,Robe of the Lost Circle,Iconic Monk chest,Named outdoor drop,Core,High,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 15; STR +5; DEX +5; STA +5; AGI +5; HP +50,AC 15; STR +5; DEX +5; STA +5; AGI +5; HP +50,Monk,All,61,61,EQL Wiki Linked — Verification State Unclear,Correct,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,EQL Wiki lists all-race Monk access.,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-017,4,Antonica,Rathe Mountains,Black Headband,Armor,Head,Yes,No,Yes,Yes,,,,,Monk,,AC 2; broad minor stats,,,,,Brother Zephyl,61,,,,,,Named monk cycle,,,,,,,,Historically disputed 20-40%,,,,,Monk,,,,,High,Black Headband,Iconic Monk item,Named outdoor drop,Core,High item / Medium rate,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 2; broad minor stats,AC 2; broad minor stats,Monk,,61,61,EQL Wiki Linked — Verification State Unclear,Keep,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Official EQL sources checked; EQL Wiki used for current working data; Project 1999 retained as classic baseline.
B04-RAT-018,4,Antonica,Rathe Mountains,Ringmail Cape,Armor,Back,Yes,No,,,,,4.0,,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,AC 6,,,,,Sir Edwin Motte,33,,,,,,Faction NPC / named outdoor target,,,,,,,,,,,,,,,,,,Medium,Ringmail Cape,Classic named armor candidate,Named outdoor drop,Core,Classic baseline / EQL source unconfirmed,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 6,AC 6,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,33,33,Classic baseline — EQL drop unconfirmed,Quarantine,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,E,NPC present on EQL Wiki; specific drop not directly linked,Current public EQL zone table does not confirm this item-source link,Unverified,Classic-era baseline,,Project 1999 / classic baseline,Retain as classic research; exclude from EQL-confirmed source filters.
B04-RAT-019,4,Antonica,Rathe Mountains,Ringmail Bracelet,Armor,Wrist,Yes,No,,,,,2.7,,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,AC 5,,,,,Sir Edwin Motte,33,,,,,,Faction NPC / named outdoor target,,,,,,,,,,,,,,,,,,Medium,Ringmail Bracelet,Classic named armor candidate,Named outdoor drop,Core,Classic baseline / EQL source unconfirmed,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 5,AC 5,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,33,33,Classic baseline — EQL drop unconfirmed,Quarantine,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,E,NPC present on EQL Wiki; specific drop not directly linked,Current public EQL zone table does not confirm this item-source link,Unverified,Classic-era baseline,,Project 1999 / classic baseline,Retain as classic research; exclude from EQL-confirmed source filters.
B04-RAT-020,4,Antonica,Rathe Mountains,Ringmail Skirt,Armor,Waist,Yes,No,,,,,3.3,,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,AC 5,,,,,Sir Edwin Motte,33,,,,,,Faction NPC / named outdoor target,,,,,,,,,,,,,,,,,,Medium,Ringmail Skirt,Classic named armor candidate,Named outdoor drop,Core,Classic baseline / EQL source unconfirmed,https://eqlwiki.com/Rathe_Mountains,,Official research lead: new Zok Zribb quest exists; reward unresolved.,Yes,4,AC 5,AC 5,"WAR, CLR, PAL, RNG, SHD, BRD, ROG, SHM",,33,33,Classic baseline — EQL drop unconfirmed,Quarantine,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Rathe_Mountains,https://www.everquestlegends.com/patch-notes/eql-update-notes-7-14-2026,2026-07-22,,,"No item-specific override found; official July 14, 2026 notes add a new Zok Zribb quest with reward not yet documented",Yes,Direct zone/NPC/item linkage where documented,Verification state unclear,No public direct evidence found,E,NPC present on EQL Wiki; specific drop not directly linked,Current public EQL zone table does not confirm this item-source link,Unverified,Classic-era baseline,,Project 1999 / classic baseline,Retain as classic research; exclude from EQL-confirmed source filters.
