record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B11-OOT-001,11,Antonica,Ocean of Tears,Ring of the Ancients,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Ancient Cyclops,Unverified,,,,,,Rare named island spawn,,,,,,,,,,,,,,,,,,,Ring of the Ancients,Major quest component,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-002,11,Antonica,Ocean of Tears,Cyclops Toes,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,cyclops population,Unverified,,,,,,Island creature population,,,,,,,,,,,,,,,,,,,Cyclops Toes,Quest/tradeskill material,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-003,11,Antonica,Ocean of Tears,Goblin Head,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,aqua goblin population,Unverified,,,,,,Goblin-island population,,,,,,,,,,,,,,,,,,,Goblin Head,Regional quest item,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-004,11,Antonica,Ocean of Tears,Goblin Headmaster's Head,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Goblin Headmaster,Unverified,,,,,,Named goblin-island source,,,,,,,,,,,,,,,,,,,Goblin Headmaster's Head,Named quest component,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-005,11,Antonica,Ocean of Tears,Stein of Moggok Component,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Ocean goblin source,Unverified,,,,,,Goblin-island quest source,,,,,,,,,,,,,,,,,,,Stein of Moggok Component,Enchanter quest component,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-006,11,Antonica,Ocean of Tears,Alligator Tooth Earring Component,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Island creature source,Unverified,,,,,,Island creature source,,,,,,,,,,,,,,,,,,,Alligator Tooth Earring Component,Quest component,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-007,11,Antonica,Ocean of Tears,Gargoyle Eye,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,gargoyle population,Unverified,,,,,,Gargoyle-island population,,,,,,,,,,,,,,,,,,,Gargoyle Eye,Economic and quest item,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-008,11,Antonica,Ocean of Tears,Mermaid Scale,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,mermaid population,Unverified,,,,,,Underwater/shoreline source,,,,,,,,,,,,,,,,,,,Mermaid Scale,Rare underwater material,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-009,11,Antonica,Ocean of Tears,Seafury Cyclops Toes,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,seafury cyclops,Unverified,,,,,,Seafury Island population,,,,,,,,,,,,,,,,,,,Seafury Cyclops Toes,Distinct high-level source,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-010,11,Antonica,Ocean of Tears,Ancient Coin,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Island named/source,Unverified,,,,,,Named or island source,,,,,,,,,,,,,,,,,,,Ancient Coin,Regional quest material,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-011,11,Antonica,Ocean of Tears,Golden Efreeti Quest Component,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Sister-island content,Unverified,,,,,,Sister Island quest source,,,,,,,,,,,,,,,,,,,Golden Efreeti Quest Component,Quest component,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-012,11,Antonica,Ocean of Tears,Tainted Seafury Quest Item,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,tainted seafury cyclops,Unverified,,,,,,Tainted named encounter,,,,,,,,,,,,,,,,,,,Tainted Seafury Quest Item,Epic/class quest item,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-013,11,Antonica,Ocean of Tears,Corrupted Seafury Quest Item,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,corrupted seafury cyclops,Unverified,,,,,,Corrupted named encounter,,,,,,,,,,,,,,,,,,,Corrupted Seafury Quest Item,Epic/class quest item,Island or underwater source,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-OOT-014,11,Antonica,Ocean of Tears,Allizewsaur Named Drop Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Allizewsaur,Unverified,,,,,,Named island encounter,,,,,,,,,,,,,,,,,,,Allizewsaur Named Drop Group,Named-source research pending exact EQL loot,Named island drop,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,Unverified,Classic-era baseline,,Classic historical baseline,Added from approved Batch 11 audit.
B11-OOT-015,11,Antonica,Ocean of Tears,Gornit Named Drop Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Gornit,Unverified,,,,,,Named island encounter,,,,,,,,,,,,,,,,,,,Gornit Named Drop Group,Named-source research pending exact EQL loot,Named island drop,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,Unverified,Classic-era baseline,,Classic historical baseline,Added from approved Batch 11 audit.
B11-OOT-016,11,Antonica,Ocean of Tears,Isle Goblin Caster Research Drop,Research item,Inventory,No,Yes,,,,,,,,,,,,,,aqua goblin caster population,Varies,,,,,,Goblin-island caster population,,,,,,,,,,,,,,,,,,,Isle Goblin Caster Research Drop,Representative research-component row,Island creature drop,Core,Medium,https://eqlwiki.com/Ocean_of_Tears,,,Yes,4,,,,,Varies,Varies,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Ocean_of_Tears,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-JPF-001,11,Antonica,Jaggedpine Forest,Jaggedpine Zone Access Record,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,None,Unverified,,,,,,Zone-access research,,,,,,,,,,,,,,,,,,,Jaggedpine Zone Access Record,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-002,11,Antonica,Jaggedpine Forest,Jaggedpine Named Equipment Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Historical named population,Unverified,,,,,,Historical named sources,,,,,,,,,,,,,,,,,,,Jaggedpine Named Equipment Group,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-003,11,Antonica,Jaggedpine Forest,Darkpaw Defiler Drop Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Darkpaw Defiler,Unverified,,,,,,Historical named gnoll source,,,,,,,,,,,,,,,,,,,Darkpaw Defiler Drop Group,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
