index,record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
11,B25-SOLA-011,25,Antonica,Solusek's Eye,Mithril Quill,Weapon,PRIMARY,Yes,No,Yes,,,,1.0,MEDIUM,BRD NEC WIZ MAG ENC,ALL,HP +20,4,19,Piercing,,Gabbie Mardoddle,32,Wizard,Gnome,,,,,Gabbie Mardoddle room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,Weapon ratio 0.211,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,HP +20,HP +20,BRD NEC WIZ MAG ENC,ALL,32,32,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-011,,,Yes,Yes,,,,,,,,Hostile,,,Gnome,,Gabbie Mardoddle,,,Solusek Mining Company,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Gnome fort,,,Gabbie Mardoddle room,,,,,,Gabbie Mardoddle,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
12,B25-SOLA-012,25,Antonica,Solusek's Eye,Molten Cloak,Armor,BACK,Yes,No,,,,,2.5,MEDIUM,ALL,ALL,AC 4; WIS +4; INT +4,,,,,Gabbie Mardoddle,32,Wizard,Gnome,,,,,Gabbie Mardoddle room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 4; WIS +4; INT +4,AC 4; WIS +4; INT +4,ALL,ALL,32,32,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-012,,,Yes,Yes,,,,,,,,Hostile,,,Gnome,,Gabbie Mardoddle,,,Solusek Mining Company,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Gnome fort,,,Gabbie Mardoddle room,,,,,,Gabbie Mardoddle,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
13,B25-SOLA-013,25,Antonica,Solusek's Eye,Charred Guardian Shield,Shield,SECONDARY,Yes,No,Yes,,,,8.0,MEDIUM,WAR CLR PAL RNG SHD DRU BRD ROG SHM,ALL,AC 10; WIS +9,,,,,CWG Model EXG,30,Warrior,Clockwork Gnome,CWS Model SX,,,,CWG Model EXG patrol,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 10; WIS +9,AC 10; WIS +9,WAR CLR PAL RNG SHD DRU BRD ROG SHM,ALL,30,30,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-013,,,Yes,Yes,,,,,,,,Hostile,,,Clockwork Gnome,,CWG Model EXG,,,Solusek Mining Company,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Clockwork corridors,,,CWG Model EXG patrol,,,,,,CWG Model EXG,Named / notable source,,,,,,,,,,,,CWS Model SX,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
14,B25-SOLA-014,25,Antonica,Solusek's Eye,Charred Guardian Breastplate,Armor,CHEST,Yes,No,Yes,Yes,,,9.0,LARGE,WAR CLR PAL SHD BRD,ALL except IKS,AC 16; STR +3; STA +6,,,,,CWG Model EXG,30,Warrior,Clockwork Gnome,CWS Model SX,,,,CWG Model EXG patrol,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 16; STR +3; STA +6,AC 16; STR +3; STA +6,WAR CLR PAL SHD BRD,ALL except IKS,30,30,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-014,,,Yes,Yes,,,,,,,,Hostile,,,Clockwork Gnome,,CWG Model EXG,,,Solusek Mining Company,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Clockwork corridors,,,CWG Model EXG patrol,,,,,,CWG Model EXG,Named / notable source,,,,,,,,,,,,CWS Model SX,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
15,B25-SOLA-015,25,Antonica,Solusek's Eye,Kobold-Hide Boots,Armor,FEET,Yes,No,Yes,,,,2.5,SMALL,ALL,ALL,AC 5; AGI +3; HP +10,,,,Focus: Burning Affliction II,a kobold predator,25,Rogue,Kobold,,,,,Kobold Predator corridor,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 5; AGI +3; HP +10,AC 5; AGI +3; HP +10,ALL,ALL,25,25,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,Changed or newly surfaced,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic-retained with EQL changes,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,EQL focus addition: Burning Affliction II.,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-015,,,Yes,Yes,,,,,,,,Hostile,,,Kobold,,a kobold predator,,,,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Kobold corridor,,,Kobold Predator corridor,,,,,,a kobold predator,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
16,B25-SOLA-016,25,Antonica,Solusek's Eye,Obsidian Shard,Weapon,PRIMARY SECONDARY,Yes,No,Yes,,,,2.5,MEDIUM,ALL except CLR PAL DRU MNK SHM,ALL,BACKSTAB +6,6,25,Piercing,Proc: Obsidian Shatter (level 16),a kobold predator,25,Rogue,Kobold,,,,,Kobold Predator corridor,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,Weapon ratio 0.240,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,BACKSTAB +6,ALL except CLR PAL DRU MNK SHM,ALL,25,25,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,Changed or newly surfaced,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic-retained with EQL changes,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,Current EQL item displays Backstab +6.,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-016,,,Yes,Yes,,,,,,,,Hostile,,,Kobold,,a kobold predator,,,,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Kobold corridor,,,Kobold Predator corridor,,,,,,a kobold predator,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
17,B25-SOLA-017,25,Antonica,Solusek's Eye,Foreman's Tunic,Armor,CHEST,Yes,No,Yes,,,,0.0,MEDIUM,ALL except NEC WIZ MAG ENC,ALL,AC 10; STR +3; WIS +3,,,,,a flame goblin foreman,,Warrior,Goblin,,,,,Flame Goblin Foreman room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 10; STR +3; WIS +3,AC 10; STR +3; WIS +3,ALL except NEC WIZ MAG ENC,ALL,,,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-017,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a flame goblin foreman,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Foreman branch,,,Flame Goblin Foreman room,,,,,,a flame goblin foreman,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
18,B25-SOLA-018,25,Antonica,Solusek's Eye,Obsidian Scimitar,Weapon,PRIMARY SECONDARY,Yes,No,Yes,,,,5.0,MEDIUM,WAR PAL RNG SHD DRU BRD ROG,ALL,AGI +6,7,27,1H Slashing,,a flame goblin foreman,,Warrior,Goblin,,,,,Flame Goblin Foreman room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,Weapon ratio 0.259,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AGI +6,AGI +6,WAR PAL RNG SHD DRU BRD ROG,ALL,,,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-018,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a flame goblin foreman,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Foreman branch,,,Flame Goblin Foreman room,,,,,,a flame goblin foreman,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
19,B25-SOLA-019,25,Antonica,Solusek's Eye,Drake-hide Leggings,Armor,LEGS,Yes,No,Yes,,,,0.1,MEDIUM,ALL,ALL,AC 5; DEX +5; CHA +5,,,,Focus: Reagent Conservation I,a fire goblin bartender,,Unknown,Goblin,,,,,Fire Goblin Bartender room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 5; DEX +5; CHA +5,AC 5; DEX +5; CHA +5,ALL,ALL,,,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,Changed or newly surfaced,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic-retained with EQL changes,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,EQL focus addition: Reagent Conservation I.,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-019,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a fire goblin bartender,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Bar complex,,,Fire Goblin Bartender room,,,,,,a fire goblin bartender,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
20,B25-SOLA-020,25,Antonica,Solusek's Eye,Drake-hide Sleeves,Armor,ARMS,Yes,No,Yes,,,,0.1,SMALL,ALL,ALL,AC 4; STA +3; HP +10,,,,Focus: Extended Range I,a fire goblin bartender,,Unknown,Goblin,,,,,Fire Goblin Bartender room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 4; STA +3; HP +10,AC 4; STA +3; HP +10,ALL,ALL,,,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,Changed or newly surfaced,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic-retained with EQL changes,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,EQL focus addition: Extended Range I.,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-020,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a fire goblin bartender,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Bar complex,,,Fire Goblin Bartender room,,,,,,a fire goblin bartender,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
21,B25-SOLA-021,25,Antonica,Solusek's Eye,Fire Crystal Staff,Weapon,PRIMARY SECONDARY,Yes,No,Yes,Yes,,,6.5,LARGE,BRD NEC WIZ MAG ENC,ALL,,5,28,1H Blunt,Proc: Shock of Fire,a fire goblin drunkard,26,Magician,Goblin,Fire Goblin / Inferno Goblin Shaman,,,,Fire Goblin Drunkard room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,Weapon ratio 0.179,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,BRD NEC WIZ MAG ENC,ALL,26,26,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-021,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a fire goblin drunkard,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Bar complex,,,Fire Goblin Drunkard room,,,,,,a fire goblin drunkard,Named / notable source,,,,,,,,,,,,Fire Goblin / Inferno Goblin Shaman,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
22,B25-SOLA-022,25,Antonica,Solusek's Eye,Ring of Goblin Lords,Jewelry,FINGER,Yes,No,,Yes,,,0.1,TINY,ALL,ALL,AC 4; STR +3; INT +3,,,,Focus: Affliction Haste I,the solusek goblin king,30,Wizard,Goblin,Solusek Champion,,,,Solusek Goblin King room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 4; STR +3; INT +3,AC 4; STR +3; INT +3,ALL,ALL,30,30,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,Changed or newly surfaced,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic-retained with EQL changes,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,EQL focus addition: Affliction Haste I.,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-022,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,the solusek goblin king,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Throne branch,,,Solusek Goblin King room,,,,,,the solusek goblin king,Named / notable source,,,,,,,,,,,,Solusek Champion,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
