record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B09-LFY-012,9,Faydwer,Lesser Faydark,Pulsating Brood Clutch,Quest / effect lead,Inventory,No,Yes,,,,,,,,,,,,,,Queen Nasheeji,10,,Giant spider,,,,Very rare named outdoor spider,,,,,,,,,,,,,,,,,,High,Pulsating Brood Clutch,Rare named item with unresolved exact function,Named outdoor drop,Core,Medium,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,10,10,EQL Wiki Linked — Exact function requires normalization,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,D,Direct item-source linkage; exact function unresolved,Exact item function or quest use unresolved,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-013,9,Faydwer,Lesser Faydark,Red Wood Wand,Charged utility weapon,Primary / Inventory,Yes,No,Yes,,,,,,,,,,,,5 charges: Pillar of Fire,Mina Glimmerwing,20,,,,,,Named outdoor faerie,,,,,,,,,,,,,,,,,Very High,Very High,Red Wood Wand,High-value charged damage wand,Named outdoor drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,20,20,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-014,9,Faydwer,Lesser Faydark,Illusionists Stone,Charged utility item,Inventory,No,Yes,Yes,,,,,,,,,,,,5 instant charges: Illusion Tree,Old Dimshimmer,12,,,,,,Named outdoor faerie,,,,,,,,,,,,,,,,,Very High,Very High,Illusionists Stone,Instant illusion utility item,Named outdoor drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,12,12,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-015,9,Faydwer,Lesser Faydark,Bottle of Drake Breath,Charged healing item,Inventory,No,Yes,,,,,,,,,,,,,1 instant charge: Healing; casts as level 30,Old Dimshimmer,12,,,,,,Named outdoor faerie,,,,,,,,,,,,,,,,,Very High,Very High,Bottle of Drake Breath,Instant high-level healing consumable,Named outdoor drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,12,12,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-016,9,Faydwer,Lesser Faydark,Unicorn Horn,Instrument / charged utility,Secondary,Yes,No,Yes,Yes,,,,,,,,,,,Wind Resonance 12; 5 instant charges: Purge,Equestrielle or Equestrielle the Corrupted,Unverified,,Unicorn,,,,Named/corrupted outdoor encounter,,,,,,,,,,,,,,,,,Very High,Very High,Unicorn Horn,Bard resonance item with charged utility,Named outdoor drop,Core,High item / Medium levels,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,Bard,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-017,9,Faydwer,Lesser Faydark,Unicorn Horn Fragments,Charged utility item,Inventory,No,Yes,Yes,Yes,,,,,,,,,,,2 instant charges: Purge,Equestrielle the Corrupted,Unverified,,Corrupted unicorn,,,,Corrupted named outdoor encounter,,,,,,,,,,,,,,,,,High,High,Unicorn Horn Fragments,Charged purge utility item,Named outdoor drop,Core,High item / Medium level,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-018,9,Faydwer,Lesser Faydark,Equestrielle's Eye,Quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,Equestrielle the Corrupted,Unverified,,Corrupted unicorn,,,,Corrupted named outdoor encounter,,,,,,,,,,,,,,,,,,Very High,Equestrielle's Eye,Epic or major quest component,Named outdoor quest drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-019,9,Faydwer,Lesser Faydark,Green Heartwood Branch,Epic quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,a corrupted brownie,51,,Brownie,,,,Corrupted named quest encounter,,,,,,,,,,,,,Druid,,,,,Very High,Green Heartwood Branch,Druid epic component,Named outdoor quest drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,51,51,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-020,9,Faydwer,Lesser Faydark,Sylvani Leaf,Quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,Ivie Bramblefoot,20,,,,,,Named outdoor brownie,,,,,,,,,,,,,,,,,,High,Sylvani Leaf,Inventory-only named quest component,Named outdoor quest drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,None,None,20,20,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-021,9,Faydwer,Lesser Faydark,Shadowed Code Book,Quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,Shadowman Leader,31-35,,Shadowed man,,,,Named shadowed-man encounter,,,,,,,,,,,,,,,,,,High,Shadowed Code Book,Lore quest item from special creature family,Named outdoor drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,31-35,31-35,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-022,9,Faydwer,Lesser Faydark,Glowing Gloves,Armor,Hands,Yes,No,Yes,,,,,,,,,,,,,a shadowed man,Varies,,Shadowed man,,,,Outdoor shadowed-man population,,,,,,,,,,,,,Enchanter,,,,,High,Glowing Gloves,Class-specific permanent shadowed-man armor,Outdoor creature drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,Enchanter,,Varies,Varies,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-023,9,Faydwer,Lesser Faydark,Globe of Shadow,Quest item,Inventory,No,Yes,Yes,,,Yes,,,,,,,,,,a shadowed man,Varies,,Shadowed man,,,,Outdoor shadowed-man population,,,,,,,,,,,,,Necromancer,,,,,High,Globe of Shadow,Necromancer quest component,Outdoor creature drop,Core,Medium-High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,Necromancer,,Varies,Varies,EQL Wiki Listed — Source relationship uncertain,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,D,Item listed; source displayed with uncertainty,Exact shadowed-man source notation uncertain,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-024,9,Faydwer,Lesser Faydark,Teir'Dal Courier's Head,Quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,dark elf courier,16,,Dark elf,,,,Roaming outdoor courier,,,,,,,,,,,,,,,,,,High,Teir'Dal Courier's Head,Courier quest component,Outdoor quest drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,16,16,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-LFY-025,9,Faydwer,Lesser Faydark,Teir'Dal Crate,Quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,dark elf courier,16,,Dark elf,,,,Roaming outdoor courier,,,,,,,,,,,,,,,,,,High,Teir'Dal Crate,Courier quest component,Outdoor quest drop,Core,High,https://eqlwiki.com/Lesser_Faydark,,,Yes,4,,,,,16,16,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Lesser_Faydark,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-001,9,Faydwer,Dagnor's Cauldron,Coral Trident,Weapon,Primary / Secondary,Yes,No,Yes,,,,,,,,,,,,,Barnacle Bones,16,,Undead,,,,Named shoreline undead,,,,,,,,,,,,,,,,,,High,Coral Trident,Named piercing weapon,Named outdoor drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,16,16,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
